sequence_id,length,variant,selected_for_simulation,selected_for_hardware,num_variables,num_quadratic_terms
synth_000158,15,relaxed,False,True,7,19
synth_000158,15,postprocessed,False,True,7,0
synth_000165,15,strict,False,True,7,19
synth_000165,15,relaxed,False,True,7,17
synth_000165,15,postprocessed,False,True,7,0
synth_000166,15,strict,False,True,7,20
synth_000166,15,relaxed,False,True,7,14
synth_000166,15,postprocessed,False,True,7,0
synth_000176,15,strict,False,True,7,20
synth_000176,15,relaxed,False,True,7,13
synth_000176,15,postprocessed,False,True,7,0
synth_000422,25,strict,False,True,9,33
synth_000422,25,relaxed,False,True,9,27
synth_000422,25,postprocessed,False,True,9,0
synth_000428,25,strict,False,True,9,32
synth_000428,25,relaxed,False,True,9,30
synth_000428,25,postprocessed,False,True,9,0
synth_000414,25,strict,False,True,14,77
synth_000414,25,relaxed,False,True,14,60
synth_000414,25,postprocessed,False,True,14,0
synth_000448,25,strict,False,True,17,121
synth_000448,25,relaxed,False,True,17,89
synth_000448,25,postprocessed,False,True,17,0
synth_000424,25,strict,False,True,18,126
synth_000424,25,relaxed,False,True,18,83
synth_000424,25,postprocessed,False,True,18,0
synth_000408,25,strict,False,True,21,180
synth_000408,25,relaxed,False,True,21,115
synth_000408,25,postprocessed,False,True,21,0
synth_000401,25,strict,False,True,23,210
synth_000401,25,relaxed,False,True,23,168
synth_000401,25,postprocessed,False,True,23,0
synth_000431,25,strict,False,True,24,175
synth_000431,25,relaxed,False,True,24,138
synth_000431,25,postprocessed,False,True,24,0
synth_000432,25,strict,False,True,24,249
synth_000432,25,relaxed,False,True,24,193
synth_000432,25,postprocessed,False,True,24,0
synth_000404,25,strict,False,True,28,329
synth_000404,25,relaxed,False,True,28,256
synth_000404,25,postprocessed,False,True,28,0
synth_000436,25,strict,False,True,29,316
synth_000436,25,relaxed,False,True,29,205
synth_000436,25,postprocessed,False,True,29,0
synth_000409,25,strict,False,True,30,346
synth_000409,25,relaxed,False,True,30,270
synth_000409,25,postprocessed,False,True,30,0
synth_000406,25,strict,False,True,31,412
synth_000406,25,relaxed,False,True,31,337
synth_000406,25,postprocessed,False,True,31,0
synth_000412,25,strict,False,True,31,388
synth_000412,25,relaxed,False,True,31,228
synth_000412,25,postprocessed,False,True,31,0
synth_000416,25,strict,False,True,31,374
synth_000416,25,relaxed,False,True,31,299
synth_000416,25,postprocessed,False,True,31,0
synth_000487,30,strict,False,True,2,1
synth_000487,30,relaxed,False,True,2,1
synth_000487,30,postprocessed,False,True,2,0
synth_000459,30,strict,False,True,14,68
synth_000459,30,relaxed,False,True,14,45
synth_000459,30,postprocessed,False,True,14,0
synth_000477,30,strict,False,True,17,99
synth_000477,30,relaxed,False,True,17,90
synth_000477,30,postprocessed,False,True,17,0
synth_000498,30,strict,False,True,18,110
synth_000498,30,relaxed,False,True,18,89
synth_000498,30,postprocessed,False,True,18,0
synth_000479,30,strict,False,True,22,178
synth_000479,30,relaxed,False,True,22,128
synth_000479,30,postprocessed,False,True,22,0
synth_000473,30,strict,False,True,23,201
synth_000473,30,relaxed,False,True,23,118
synth_000473,30,postprocessed,False,True,23,0
synth_000461,30,strict,False,True,25,285
synth_000461,30,relaxed,False,True,25,266
synth_000461,30,postprocessed,False,True,25,0
synth_000492,30,strict,False,True,28,306
synth_000492,30,relaxed,False,True,28,263
synth_000492,30,postprocessed,False,True,28,0
synth_000499,30,strict,False,True,30,362
synth_000499,30,relaxed,False,True,30,223
synth_000499,30,postprocessed,False,True,30,0
synth_000472,30,strict,False,True,38,503
synth_000472,30,relaxed,False,True,38,328
synth_000472,30,postprocessed,False,True,38,0
synth_000453,30,strict,False,True,43,638
synth_000453,30,relaxed,False,True,43,455
synth_000453,30,postprocessed,False,True,43,0
synth_000494,30,strict,False,True,44,739
synth_000494,30,relaxed,False,True,44,475
synth_000494,30,postprocessed,False,True,44,0
synth_000484,30,strict,False,True,45,819
synth_000484,30,relaxed,False,True,45,544
synth_000484,30,postprocessed,False,True,45,0
synth_000497,30,strict,False,True,50,873
synth_000497,30,relaxed,False,True,50,607
synth_000497,30,postprocessed,False,True,50,0
synth_000467,30,strict,False,True,57,1398
synth_000467,30,relaxed,False,True,57,1188
synth_000467,30,postprocessed,False,True,57,0
synth_000506,35,strict,False,True,28,265
synth_000506,35,relaxed,False,True,28,154
synth_000506,35,postprocessed,False,True,28,0
synth_000515,35,strict,False,True,31,328
synth_000515,35,relaxed,False,True,31,211
synth_000515,35,postprocessed,False,True,31,0
synth_000510,35,strict,False,True,34,398
synth_000510,35,relaxed,False,True,34,221
synth_000510,35,postprocessed,False,True,34,0
synth_000532,35,strict,False,True,41,661
synth_000532,35,relaxed,False,True,41,486
synth_000532,35,postprocessed,False,True,41,0
synth_000529,35,strict,False,True,48,888
synth_000529,35,relaxed,False,True,48,672
synth_000529,35,postprocessed,False,True,48,0
synth_000512,35,strict,False,True,55,1008
synth_000512,35,relaxed,False,True,55,709
synth_000512,35,postprocessed,False,True,55,0
synth_000535,35,strict,False,True,55,1091
synth_000535,35,relaxed,False,True,55,750
synth_000535,35,postprocessed,False,True,55,0
synth_000526,35,strict,False,True,59,1170
synth_000526,35,relaxed,False,True,59,768
synth_000526,35,postprocessed,False,True,59,0
synth_000517,35,strict,False,True,60,1270
synth_000517,35,relaxed,False,True,60,857
synth_000517,35,postprocessed,False,True,60,0
synth_000534,35,strict,False,True,61,1332
synth_000534,35,relaxed,False,True,61,870
synth_000534,35,postprocessed,False,True,61,0
synth_000549,35,strict,False,True,65,1629
synth_000549,35,relaxed,False,True,65,1152
synth_000549,35,postprocessed,False,True,65,0
synth_000542,35,strict,False,True,70,1866
synth_000542,35,relaxed,False,True,70,1231
synth_000542,35,postprocessed,False,True,70,0
synth_000546,35,strict,False,True,72,1876
synth_000546,35,relaxed,False,True,72,1219
synth_000546,35,postprocessed,False,True,72,0
synth_000504,35,strict,False,True,74,1933
synth_000504,35,relaxed,False,True,74,1327
synth_000504,35,postprocessed,False,True,74,0
synth_000514,35,strict,False,True,82,2506
synth_000514,35,relaxed,False,True,82,1747
synth_000514,35,postprocessed,False,True,82,0
synth_000562,37,strict,False,True,44,925
synth_000562,37,relaxed,False,True,44,904
synth_000562,37,postprocessed,False,True,44,0
synth_000569,37,strict,False,True,56,1082
synth_000569,37,relaxed,False,True,56,647
synth_000569,37,postprocessed,False,True,56,0
synth_000575,37,strict,False,True,56,1169
synth_000575,37,relaxed,False,True,56,719
synth_000575,37,postprocessed,False,True,56,0
synth_000559,37,strict,False,True,62,1536
synth_000559,37,relaxed,False,True,62,1031
synth_000559,37,postprocessed,False,True,62,0
synth_000557,37,strict,False,True,67,1556
synth_000557,37,relaxed,False,True,67,969
synth_000557,37,postprocessed,False,True,67,0
synth_000577,37,strict,False,True,70,1823
synth_000577,37,relaxed,False,True,70,1020
synth_000577,37,postprocessed,False,True,70,0
synth_000566,37,strict,False,True,71,1960
synth_000566,37,relaxed,False,True,71,1080
synth_000566,37,postprocessed,False,True,71,0
synth_000592,37,strict,False,True,73,2047
synth_000592,37,relaxed,False,True,73,1258
synth_000592,37,postprocessed,False,True,73,0
synth_000588,37,strict,False,True,83,2577
synth_000588,37,relaxed,False,True,83,1649
synth_000588,37,postprocessed,False,True,83,0
synth_000589,37,strict,False,True,83,2459
synth_000589,37,relaxed,False,True,83,1469
synth_000589,37,postprocessed,False,True,83,0
synth_000551,37,strict,False,True,89,2959
synth_000551,37,relaxed,False,True,89,1946
synth_000551,37,postprocessed,False,True,89,0
synth_000570,37,strict,False,True,92,3273
synth_000570,37,relaxed,False,True,92,2032
synth_000570,37,postprocessed,False,True,92,0
synth_000583,37,strict,False,True,93,3050
synth_000583,37,relaxed,False,True,93,1882
synth_000583,37,postprocessed,False,True,93,0
synth_000584,37,strict,False,True,94,3067
synth_000584,37,relaxed,False,True,94,2130
synth_000584,37,postprocessed,False,True,94,0
synth_000585,37,strict,False,True,98,3134
synth_000585,37,relaxed,False,True,98,1908
synth_000585,37,postprocessed,False,True,98,0
synth_000602,40,strict,False,True,42,559
synth_000602,40,relaxed,False,True,42,383
synth_000602,40,postprocessed,False,True,42,0
synth_000618,40,strict,False,True,43,578
synth_000618,40,relaxed,False,True,43,508
synth_000618,40,postprocessed,False,True,43,0
synth_000615,40,strict,False,True,44,758
synth_000615,40,relaxed,False,True,44,577
synth_000615,40,postprocessed,False,True,44,0
synth_000640,40,strict,False,True,51,951
synth_000640,40,relaxed,False,True,51,642
synth_000640,40,postprocessed,False,True,51,0
synth_000609,40,strict,False,True,52,926
synth_000609,40,relaxed,False,True,52,540
synth_000609,40,postprocessed,False,True,52,0
synth_000612,40,strict,False,True,52,1044
synth_000612,40,relaxed,False,True,52,775
synth_000612,40,postprocessed,False,True,52,0
synth_000628,40,strict,False,True,65,1421
synth_000628,40,relaxed,False,True,65,970
synth_000628,40,postprocessed,False,True,65,0
synth_000621,40,strict,False,True,68,1508
synth_000621,40,relaxed,False,True,68,976
synth_000621,40,postprocessed,False,True,68,0
synth_000605,40,strict,False,True,70,1592
synth_000605,40,relaxed,False,True,70,1097
synth_000605,40,postprocessed,False,True,70,0
synth_000631,40,strict,False,True,71,1637
synth_000631,40,relaxed,False,True,71,916
synth_000631,40,postprocessed,False,True,71,0
synth_000633,40,strict,False,True,76,1721
synth_000633,40,relaxed,False,True,76,1048
synth_000633,40,postprocessed,False,True,76,0
synth_000607,40,strict,False,True,77,2392
synth_000607,40,relaxed,False,True,77,1587
synth_000607,40,postprocessed,False,True,77,0
synth_000645,40,strict,False,True,87,2633
synth_000645,40,relaxed,False,True,87,1541
synth_000645,40,postprocessed,False,True,87,0
synth_000627,40,strict,False,True,88,2699
synth_000627,40,relaxed,False,True,88,1654
synth_000627,40,postprocessed,False,True,88,0
synth_000649,40,strict,False,True,89,2843
synth_000649,40,relaxed,False,True,89,1646
synth_000649,40,postprocessed,False,True,89,0
synth_000668,41,strict,False,True,66,1319
synth_000668,41,relaxed,False,True,66,792
synth_000668,41,postprocessed,False,True,66,0
synth_000693,41,strict,False,True,81,2226
synth_000693,41,relaxed,False,True,81,1475
synth_000693,41,postprocessed,False,True,81,0
synth_000662,41,strict,False,True,82,2180
synth_000662,41,relaxed,False,True,82,1161
synth_000662,41,postprocessed,False,True,82,0
synth_000666,41,strict,False,True,95,2854
synth_000666,41,relaxed,False,True,95,1699
synth_000666,41,postprocessed,False,True,95,0
synth_000670,41,strict,False,True,95,3224
synth_000670,41,relaxed,False,True,95,2312
synth_000670,41,postprocessed,False,True,95,0
synth_000677,41,strict,False,True,98,3120
synth_000677,41,relaxed,False,True,98,1873
synth_000677,41,postprocessed,False,True,98,0
synth_000689,41,strict,False,True,99,3533
synth_000689,41,relaxed,False,True,99,2125
synth_000689,41,postprocessed,False,True,99,0
synth_000659,41,strict,False,True,103,3636
synth_000659,41,relaxed,False,True,103,2431
synth_000659,41,postprocessed,False,True,103,0
synth_000686,41,strict,False,True,106,4207
synth_000686,41,relaxed,False,True,106,2708
synth_000686,41,postprocessed,False,True,106,0
synth_000699,41,strict,False,True,113,3983
synth_000699,41,relaxed,False,True,113,2496
synth_000699,41,postprocessed,False,True,113,0
synth_000654,41,strict,False,True,115,4495
synth_000654,41,relaxed,False,True,115,2854
synth_000654,41,postprocessed,False,True,115,0
synth_000674,41,strict,False,True,116,4374
synth_000674,41,relaxed,False,True,116,2800
synth_000674,41,postprocessed,False,True,116,0
synth_000675,41,strict,False,True,116,4905
synth_000675,41,relaxed,False,True,116,3179
synth_000675,41,postprocessed,False,True,116,0
synth_000657,41,strict,False,True,121,4937
synth_000657,41,relaxed,False,True,121,2792
synth_000657,41,postprocessed,False,True,121,0
synth_000691,41,strict,False,True,121,5401
synth_000691,41,relaxed,False,True,121,3023
synth_000691,41,postprocessed,False,True,121,0
synth_000713,42,strict,False,True,103,3617
synth_000713,42,relaxed,False,True,103,2158
synth_000713,42,postprocessed,False,True,103,0
synth_000740,42,strict,False,True,111,3781
synth_000740,42,relaxed,False,True,111,2450
synth_000740,42,postprocessed,False,True,111,0
synth_000708,42,strict,False,True,115,4389
synth_000708,42,relaxed,False,True,115,2475
synth_000708,42,postprocessed,False,True,115,0
synth_000704,42,strict,False,True,117,4210
synth_000704,42,relaxed,False,True,117,2883
synth_000704,42,postprocessed,False,True,117,0
synth_000703,42,strict,False,True,118,4432
synth_000703,42,relaxed,False,True,118,2612
synth_000703,42,postprocessed,False,True,118,0
synth_000721,42,strict,False,True,118,4689
synth_000721,42,relaxed,False,True,118,3168
synth_000721,42,postprocessed,False,True,118,0
synth_000736,42,strict,False,True,118,5037
synth_000736,42,relaxed,False,True,118,2452
synth_000736,42,postprocessed,False,True,118,0
synth_000724,42,strict,False,True,120,4674
synth_000724,42,relaxed,False,True,120,2580
synth_000724,42,postprocessed,False,True,120,0
synth_000737,42,strict,False,True,121,5037
synth_000737,42,relaxed,False,True,121,3500
synth_000737,42,postprocessed,False,True,121,0
synth_000743,42,strict,False,True,122,4698
synth_000743,42,relaxed,False,True,122,2972
synth_000743,42,postprocessed,False,True,122,0
synth_000717,42,strict,False,True,123,5032
synth_000717,42,relaxed,False,True,123,3290
synth_000717,42,postprocessed,False,True,123,0
synth_000719,42,strict,False,True,132,6225
synth_000719,42,relaxed,False,True,132,4857
synth_000719,42,postprocessed,False,True,132,0
synth_000727,42,strict,False,True,135,6268
synth_000727,42,relaxed,False,True,135,3083
synth_000727,42,postprocessed,False,True,135,0
synth_000732,42,strict,False,True,138,5898
synth_000732,42,relaxed,False,True,138,4005
synth_000732,42,postprocessed,False,True,138,0
synth_000734,42,strict,False,True,143,7089
synth_000734,42,relaxed,False,True,143,4720
synth_000734,42,postprocessed,False,True,143,0
synth_000763,43,strict,False,True,44,626
synth_000763,43,relaxed,False,True,44,405
synth_000763,43,postprocessed,False,True,44,0
synth_000794,43,strict,False,True,53,891
synth_000794,43,relaxed,False,True,53,623
synth_000794,43,postprocessed,False,True,53,0
synth_000764,43,strict,False,True,70,1829
synth_000764,43,relaxed,False,True,70,1303
synth_000764,43,postprocessed,False,True,70,0
synth_000762,43,strict,False,True,95,3049
synth_000762,43,relaxed,False,True,95,1879
synth_000762,43,postprocessed,False,True,95,0
synth_000783,43,strict,False,True,96,3157
synth_000783,43,relaxed,False,True,96,1986
synth_000783,43,postprocessed,False,True,96,0
synth_000786,43,strict,False,True,98,3015
synth_000786,43,relaxed,False,True,98,1770
synth_000786,43,postprocessed,False,True,98,0
synth_000778,43,strict,False,True,104,3344
synth_000778,43,relaxed,False,True,104,2339
synth_000778,43,postprocessed,False,True,104,0
synth_000768,43,strict,False,True,105,3684
synth_000768,43,relaxed,False,True,105,2359
synth_000768,43,postprocessed,False,True,105,0
synth_000777,43,strict,False,True,106,4147
synth_000777,43,relaxed,False,True,106,2319
synth_000777,43,postprocessed,False,True,106,0
synth_000779,43,strict,False,True,120,4591
synth_000779,43,relaxed,False,True,120,2767
synth_000779,43,postprocessed,False,True,120,0
synth_000773,43,strict,False,True,123,5442
synth_000773,43,relaxed,False,True,123,3990
synth_000773,43,postprocessed,False,True,123,0
synth_000799,43,strict,False,True,125,4958
synth_000799,43,relaxed,False,True,125,2927
synth_000799,43,postprocessed,False,True,125,0
synth_000791,43,strict,False,True,127,5645
synth_000791,43,relaxed,False,True,127,3509
synth_000791,43,postprocessed,False,True,127,0
synth_000796,43,strict,False,True,127,5698
synth_000796,43,relaxed,False,True,127,3478
synth_000796,43,postprocessed,False,True,127,0
synth_000757,43,strict,False,True,128,5273
synth_000757,43,relaxed,False,True,128,3197
synth_000757,43,postprocessed,False,True,128,0
synth_000829,44,strict,False,True,41,600
synth_000829,44,relaxed,False,True,41,365
synth_000829,44,postprocessed,False,True,41,0
synth_000820,44,strict,False,True,106,3580
synth_000820,44,relaxed,False,True,106,1847
synth_000820,44,postprocessed,False,True,106,0
synth_000833,44,strict,False,True,111,4346
synth_000833,44,relaxed,False,True,111,2486
synth_000833,44,postprocessed,False,True,111,0
synth_000848,44,strict,False,True,112,4026
synth_000848,44,relaxed,False,True,112,2401
synth_000848,44,postprocessed,False,True,112,0
synth_000805,44,strict,False,True,124,5067
synth_000805,44,relaxed,False,True,124,3193
synth_000805,44,postprocessed,False,True,124,0
synth_000806,44,strict,False,True,124,4801
synth_000806,44,relaxed,False,True,124,3150
synth_000806,44,postprocessed,False,True,124,0
synth_000809,44,strict,False,True,127,5211
synth_000809,44,relaxed,False,True,127,3124
synth_000809,44,postprocessed,False,True,127,0
synth_000824,44,strict,False,True,132,4949
synth_000824,44,relaxed,False,True,132,3028
synth_000824,44,postprocessed,False,True,132,0
synth_000830,44,strict,False,True,133,5793
synth_000830,44,relaxed,False,True,133,3685
synth_000830,44,postprocessed,False,True,133,0
synth_000837,44,strict,False,True,133,5893
synth_000837,44,relaxed,False,True,133,3368
synth_000837,44,postprocessed,False,True,133,0
synth_000850,44,strict,False,True,133,5260
synth_000850,44,relaxed,False,True,133,3278
synth_000850,44,postprocessed,False,True,133,0
synth_000849,44,strict,False,True,135,5940
synth_000849,44,relaxed,False,True,135,3919
synth_000849,44,postprocessed,False,True,135,0
synth_000846,44,strict,False,True,136,6468
synth_000846,44,relaxed,False,True,136,3833
synth_000846,44,postprocessed,False,True,136,0
synth_000838,44,strict,False,True,142,6631
synth_000838,44,relaxed,False,True,142,3858
synth_000838,44,postprocessed,False,True,142,0
synth_000823,44,strict,False,True,143,6741
synth_000823,44,relaxed,False,True,143,4271
synth_000823,44,postprocessed,False,True,143,0
